,Unnamed: 0,product_ndc,API,searched_API,Dosage_strength,Dosage_form,strength_num,Strength_unit,per_unit,strength_in_mg,unit_in_mg,strength_in_mg_per_1unit,is_tablet
30693,36810,51407-350,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30694,36811,51407-351,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30695,36812,51407-352,MIRTAZAPINE,mirtazapine,45 mg/1,"TABLET, FILM COATED",45.0,mg,1,45.0,1.0,45.0,True
30697,36814,53002-1712,MIRTAZAPINE,mirtazapine,45 mg/1,"TABLET, FILM COATED",45.0,mg,1,45.0,1.0,45.0,True
30698,36815,0052-0107,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30699,36816,0378-3530,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30700,36817,71335-0372,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30701,36818,0378-3545,MIRTAZAPINE,mirtazapine,45 mg/1,"TABLET, FILM COATED",45.0,mg,1,45.0,1.0,45.0,True
30702,36819,0615-8078,MIRTAZAPINE,mirtazapine,7.5 mg/1,TABLET,7.5,mg,1,7.5,1.0,7.5,True
30703,36820,71335-0717,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, ORALLY DISINTEGRATING",15.0,mg,1,15.0,1.0,15.0,True
30704,36821,13107-001,MIRTAZAPINE,mirtazapine,7.5 mg/1,"TABLET, FILM COATED",7.5,mg,1,7.5,1.0,7.5,True
30705,36822,70518-2453,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30706,36823,13107-003,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30707,36824,71335-1534,MIRTAZAPINE,mirtazapine,45 mg/1,"TABLET, ORALLY DISINTEGRATING",45.0,mg,1,45.0,1.0,45.0,True
30708,36825,13107-031,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30709,36826,60505-0247,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30710,36827,13107-032,MIRTAZAPINE,mirtazapine,45 mg/1,"TABLET, FILM COATED",45.0,mg,1,45.0,1.0,45.0,True
30711,36828,60505-0248,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30712,36829,60505-0249,MIRTAZAPINE,mirtazapine,45 mg/1,"TABLET, FILM COATED",45.0,mg,1,45.0,1.0,45.0,True
30713,36830,68071-4972,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30714,36831,0052-0105,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30715,36832,78206-156,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, ORALLY DISINTEGRATING",15.0,mg,1,15.0,1.0,15.0,True
30716,36833,51079-086,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30717,36834,78206-158,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, ORALLY DISINTEGRATING",30.0,mg,1,30.0,1.0,30.0,True
30718,36835,51079-087,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30719,36836,78206-159,MIRTAZAPINE,mirtazapine,45 mg/1,"TABLET, ORALLY DISINTEGRATING",45.0,mg,1,45.0,1.0,45.0,True
30720,36837,51079-088,MIRTAZAPINE,mirtazapine,45 mg/1,"TABLET, FILM COATED",45.0,mg,1,45.0,1.0,45.0,True
30721,36838,63629-5086,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, ORALLY DISINTEGRATING",30.0,mg,1,30.0,1.0,30.0,True
30722,36839,78206-160,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30723,36840,78206-161,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30724,36841,55154-5355,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30725,36842,55154-8145,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30726,36843,65862-001,MIRTAZAPINE,mirtazapine,7.5 mg/1,"TABLET, FILM COATED",7.5,mg,1,7.5,1.0,7.5,True
30727,36844,65862-003,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30728,36845,68071-4989,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30729,36846,71205-481,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30730,36847,71335-0441,MIRTAZAPINE,mirtazapine,30 mg/1,TABLET,30.0,mg,1,30.0,1.0,30.0,True
30731,36848,71335-0122,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30732,36849,57237-007,MIRTAZAPINE,mirtazapine,7.5 mg/1,"TABLET, FILM COATED",7.5,mg,1,7.5,1.0,7.5,True
30733,36850,57237-008,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30735,36852,57237-009,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30736,36853,68084-119,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30737,36854,57237-010,MIRTAZAPINE,mirtazapine,45 mg/1,"TABLET, FILM COATED",45.0,mg,1,45.0,1.0,45.0,True
30738,36855,68084-120,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30739,36856,57237-011,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, ORALLY DISINTEGRATING",15.0,mg,1,15.0,1.0,15.0,True
30740,36857,63629-5537,MIRTAZAPINE,mirtazapine,45 mg/1,"TABLET, ORALLY DISINTEGRATING",45.0,mg,1,45.0,1.0,45.0,True
30741,36858,68084-121,MIRTAZAPINE,mirtazapine,45 mg/1,"TABLET, FILM COATED",45.0,mg,1,45.0,1.0,45.0,True
30742,36859,57237-012,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, ORALLY DISINTEGRATING",30.0,mg,1,30.0,1.0,30.0,True
30743,36860,57237-013,MIRTAZAPINE,mirtazapine,45 mg/1,"TABLET, ORALLY DISINTEGRATING",45.0,mg,1,45.0,1.0,45.0,True
30744,36861,60312-0095,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30745,36862,60312-0096,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30746,36863,65862-021,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, ORALLY DISINTEGRATING",15.0,mg,1,15.0,1.0,15.0,True
30747,36864,65862-022,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, ORALLY DISINTEGRATING",30.0,mg,1,30.0,1.0,30.0,True
30748,36865,65862-023,MIRTAZAPINE,mirtazapine,45 mg/1,"TABLET, ORALLY DISINTEGRATING",45.0,mg,1,45.0,1.0,45.0,True
30749,36866,71335-1055,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30750,36867,68071-4752,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30751,36868,65862-031,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30752,36869,65862-032,MIRTAZAPINE,mirtazapine,45 mg/1,"TABLET, FILM COATED",45.0,mg,1,45.0,1.0,45.0,True
30753,36870,68788-7754,MIRTAZAPINE,mirtazapine,45 mg/1,"TABLET, FILM COATED",45.0,mg,1,45.0,1.0,45.0,True
30754,36871,55700-249,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30756,36873,55154-8335,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, ORALLY DISINTEGRATING",15.0,mg,1,15.0,1.0,15.0,True
30757,36874,71335-1332,MIRTAZAPINE,mirtazapine,45 mg/1,"TABLET, FILM COATED",45.0,mg,1,45.0,1.0,45.0,True
30758,36875,63187-403,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30760,36877,0052-4365,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30761,36878,71610-523,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30762,36879,71610-475,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30763,36880,43353-378,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30764,36881,58118-0052,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30765,36882,68788-7492,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30766,36883,68382-676,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, ORALLY DISINTEGRATING",30.0,mg,1,30.0,1.0,30.0,True
30767,36884,68382-677,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, ORALLY DISINTEGRATING",15.0,mg,1,15.0,1.0,15.0,True
30768,36885,68382-679,MIRTAZAPINE,mirtazapine,45 mg/1,"TABLET, ORALLY DISINTEGRATING",45.0,mg,1,45.0,1.0,45.0,True
30769,36886,0052-0108,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, ORALLY DISINTEGRATING",30.0,mg,1,30.0,1.0,30.0,True
30770,36887,53002-2712,MIRTAZAPINE,mirtazapine,45 mg/1,"TABLET, FILM COATED",45.0,mg,1,45.0,1.0,45.0,True
30771,36888,70518-2819,MIRTAZAPINE,mirtazapine,7.5 mg/1,"TABLET, FILM COATED",7.5,mg,1,7.5,1.0,7.5,True
30772,36889,60687-584,MIRTAZAPINE,mirtazapine,7.5 mg/1,"TABLET, FILM COATED",7.5,mg,1,7.5,1.0,7.5,True
30773,36890,43353-535,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30774,36891,50090-4123,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30775,36892,43353-536,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30776,36893,12860-0076,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30777,36894,12860-0077,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30778,36895,71335-0532,MIRTAZAPINE,mirtazapine,45 mg/1,TABLET,45.0,mg,1,45.0,1.0,45.0,True
30779,36896,70518-2582,MIRTAZAPINE,mirtazapine,7.5 mg/1,TABLET,7.5,mg,1,7.5,1.0,7.5,True
30780,36897,57664-499,MIRTAZAPINE,mirtazapine,15 mg/1,TABLET,15.0,mg,1,15.0,1.0,15.0,True
30781,36898,57664-500,MIRTAZAPINE,mirtazapine,30 mg/1,TABLET,30.0,mg,1,30.0,1.0,30.0,True
30782,36899,71335-0542,MIRTAZAPINE,mirtazapine,45 mg/1,"TABLET, FILM COATED",45.0,mg,1,45.0,1.0,45.0,True
30784,36901,57664-501,MIRTAZAPINE,mirtazapine,45 mg/1,TABLET,45.0,mg,1,45.0,1.0,45.0,True
30785,36902,50090-2558,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30786,36903,50090-1057,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30787,36904,68071-4539,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30788,36905,49999-629,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30789,36906,50090-5296,MIRTAZAPINE,mirtazapine,15 mg/1,TABLET,15.0,mg,1,15.0,1.0,15.0,True
30790,36907,67046-319,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30791,36908,57664-510,MIRTAZAPINE,mirtazapine,7.5 mg/1,TABLET,7.5,mg,1,7.5,1.0,7.5,True
30792,36909,0052-0106,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, ORALLY DISINTEGRATING",15.0,mg,1,15.0,1.0,15.0,True
30793,36910,63187-471,MIRTAZAPINE,mirtazapine,45 mg/1,"TABLET, FILM COATED",45.0,mg,1,45.0,1.0,45.0,True
30795,36912,0904-6519,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30796,36913,55154-7141,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30797,36914,68071-4239,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30798,36915,70518-1838,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30799,36916,45865-137,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30800,36917,45865-382,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30801,36918,70518-1293,MIRTAZAPINE,mirtazapine,45 mg/1,"TABLET, FILM COATED",45.0,mg,1,45.0,1.0,45.0,True
30802,36919,50090-4222,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30803,36920,70518-1309,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30804,36921,71335-0286,MIRTAZAPINE,mirtazapine,15 mg/1,TABLET,15.0,mg,1,15.0,1.0,15.0,True
30805,36922,53002-1474,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30806,36923,55154-7297,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30807,36924,63187-206,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30808,36925,67046-478,MIRTAZAPINE,mirtazapine,45 mg/1,"TABLET, FILM COATED",45.0,mg,1,45.0,1.0,45.0,True
30809,36926,67046-484,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30811,36928,17856-0101,MIRTAZAPINE,mirtazapine,7.5 mg/1,"TABLET, FILM COATED",7.5,mg,1,7.5,1.0,7.5,True
30812,36929,50090-4643,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30813,36930,0615-8268,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30814,36931,63739-098,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30815,36932,65862-001,MIRTAZAPINE,mirtazapine,7.5 mg/1,"TABLET, FILM COATED",7.5,mg,1,7.5,1.0,7.5,True
30816,36933,63739-099,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30817,36934,65862-003,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30819,36936,70771-1072,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, ORALLY DISINTEGRATING",15.0,mg,1,15.0,1.0,15.0,True
30820,36937,70771-1073,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, ORALLY DISINTEGRATING",30.0,mg,1,30.0,1.0,30.0,True
30821,36938,70771-1074,MIRTAZAPINE,mirtazapine,45 mg/1,"TABLET, ORALLY DISINTEGRATING",45.0,mg,1,45.0,1.0,45.0,True
30822,36939,71610-100,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30823,36940,0615-8269,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30824,36941,43353-962,MIRTAZAPINE,mirtazapine,30 mg/1,"TABLET, FILM COATED",30.0,mg,1,30.0,1.0,30.0,True
30825,36942,0052-0110,MIRTAZAPINE,mirtazapine,45 mg/1,"TABLET, ORALLY DISINTEGRATING",45.0,mg,1,45.0,1.0,45.0,True
30826,36943,43353-963,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30827,36944,70518-1397,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30828,36945,63629-2366,MIRTAZAPINE,mirtazapine,15 mg/1,TABLET,15.0,mg,1,15.0,1.0,15.0,True
30829,36946,63629-2367,MIRTAZAPINE,mirtazapine,15 mg/1,TABLET,15.0,mg,1,15.0,1.0,15.0,True
30830,36947,50090-2140,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30831,36948,63629-2368,MIRTAZAPINE,mirtazapine,30 mg/1,TABLET,30.0,mg,1,30.0,1.0,30.0,True
30832,36949,65862-021,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, ORALLY DISINTEGRATING",15.0,mg,1,15.0,1.0,15.0,True
30833,36950,71335-0664,MIRTAZAPINE,mirtazapine,15 mg/1,"TABLET, FILM COATED",15.0,mg,1,15.0,1.0,15.0,True
30838,36955,76336-080,MITOTANE,mitotane,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
30844,36966,62332-385,MODAFINIL,modafinil,100 mg/1,TABLET,100.0,mg,1,100.0,1.0,100.0,True
30845,36967,62332-386,MODAFINIL,modafinil,200 mg/1,TABLET,200.0,mg,1,200.0,1.0,200.0,True
30846,36968,55700-695,MODAFINIL,modafinil,200 mg/1,TABLET,200.0,mg,1,200.0,1.0,200.0,True
30848,36970,42291-600,MODAFINIL,modafinil,200 mg/1,TABLET,200.0,mg,1,200.0,1.0,200.0,True
30849,36971,72578-005,MODAFINIL,modafinil,100 mg/1,TABLET,100.0,mg,1,100.0,1.0,100.0,True
30850,36972,46708-385,MODAFINIL,modafinil,100 mg/1,TABLET,100.0,mg,1,100.0,1.0,100.0,True
30851,36973,72578-006,MODAFINIL,modafinil,200 mg/1,TABLET,200.0,mg,1,200.0,1.0,200.0,True
30852,36974,46708-386,MODAFINIL,modafinil,200 mg/1,TABLET,200.0,mg,1,200.0,1.0,200.0,True
30853,36975,71335-1793,MODAFINIL,modafinil,100 mg/1,TABLET,100.0,mg,1,100.0,1.0,100.0,True
30855,36977,50268-570,MODAFINIL,modafinil,100 mg/1,TABLET,100.0,mg,1,100.0,1.0,100.0,True
30856,36978,50268-571,MODAFINIL,modafinil,200 mg/1,TABLET,200.0,mg,1,200.0,1.0,200.0,True
30857,36979,71205-477,MODAFINIL,modafinil,100 mg/1,TABLET,100.0,mg,1,100.0,1.0,100.0,True
30859,36981,63629-7315,MODAFINIL,modafinil,200 mg/1,TABLET,200.0,mg,1,200.0,1.0,200.0,True
30860,36982,63629-7394,MODAFINIL,modafinil,100 mg/1,TABLET,100.0,mg,1,100.0,1.0,100.0,True
30861,36983,68788-7432,MODAFINIL,modafinil,200 mg/1,TABLET,200.0,mg,1,200.0,1.0,200.0,True
30862,36984,0904-6423,MODAFINIL,modafinil,100 mg/1,TABLET,100.0,mg,1,100.0,1.0,100.0,True
30863,36985,0904-6791,MODAFINIL,modafinil,100 mg/1,TABLET,100.0,mg,1,100.0,1.0,100.0,True
30864,36986,68788-8079,MODAFINIL,modafinil,200 mg/1,TABLET,200.0,mg,1,200.0,1.0,200.0,True
30865,36987,0904-6424,MODAFINIL,modafinil,200 mg/1,TABLET,200.0,mg,1,200.0,1.0,200.0,True
30866,36988,63459-101,MODAFINIL,modafinil,100 mg/1,TABLET,100.0,mg,1,100.0,1.0,100.0,True
30867,36989,0904-6792,MODAFINIL,modafinil,200 mg/1,TABLET,200.0,mg,1,200.0,1.0,200.0,True
30868,36990,60505-2526,MODAFINIL,modafinil,100 mg/1,TABLET,100.0,mg,1,100.0,1.0,100.0,True
30869,36991,63459-201,MODAFINIL,modafinil,200 mg/1,TABLET,200.0,mg,1,200.0,1.0,200.0,True
30870,36992,60505-2527,MODAFINIL,modafinil,200 mg/1,TABLET,200.0,mg,1,200.0,1.0,200.0,True
30871,36993,42043-160,MODAFINIL,modafinil,100 mg/1,TABLET,100.0,mg,1,100.0,1.0,100.0,True
30872,36994,71335-1096,MODAFINIL,modafinil,200 mg/1,TABLET,200.0,mg,1,200.0,1.0,200.0,True
30873,36995,42043-161,MODAFINIL,modafinil,200 mg/1,TABLET,200.0,mg,1,200.0,1.0,200.0,True
30874,36996,71205-544,MODAFINIL,modafinil,200 mg/1,TABLET,200.0,mg,1,200.0,1.0,200.0,True
30877,36999,50090-4144,MODAFINIL,modafinil,200 mg/1,TABLET,200.0,mg,1,200.0,1.0,200.0,True
30878,37000,71335-1122,MODAFINIL,modafinil,100 mg/1,TABLET,100.0,mg,1,100.0,1.0,100.0,True
30879,37001,65862-601,MODAFINIL,modafinil,100 mg/1,TABLET,100.0,mg,1,100.0,1.0,100.0,True
30880,37002,65862-602,MODAFINIL,modafinil,200 mg/1,TABLET,200.0,mg,1,200.0,1.0,200.0,True
30881,37003,63459-101,MODAFINIL,modafinil,100 mg/1,TABLET,100.0,mg,1,100.0,1.0,100.0,True
30882,37004,65862-601,MODAFINIL,modafinil,100 mg/1,TABLET,100.0,mg,1,100.0,1.0,100.0,True
30883,37005,63459-201,MODAFINIL,modafinil,200 mg/1,TABLET,200.0,mg,1,200.0,1.0,200.0,True
30884,37006,65862-602,MODAFINIL,modafinil,200 mg/1,TABLET,200.0,mg,1,200.0,1.0,200.0,True
30885,37007,55253-801,MODAFINIL,modafinil,100 mg/1,TABLET,100.0,mg,1,100.0,1.0,100.0,True
30886,37008,55253-802,MODAFINIL,modafinil,200 mg/1,TABLET,200.0,mg,1,200.0,1.0,200.0,True
30887,37009,71335-1402,MODAFINIL,modafinil,200 mg/1,TABLET,200.0,mg,1,200.0,1.0,200.0,True
30888,37010,57237-154,MODAFINIL,modafinil,100 mg/1,TABLET,100.0,mg,1,100.0,1.0,100.0,True
30889,37011,57237-155,MODAFINIL,modafinil,200 mg/1,TABLET,200.0,mg,1,200.0,1.0,200.0,True
30891,37013,70120-076,MODAFINIL,modafinil,100 mg/1,TABLET,100.0,mg,1,100.0,1.0,100.0,True
30892,37014,70120-077,MODAFINIL,modafinil,200 mg/1,TABLET,200.0,mg,1,200.0,1.0,200.0,True
30893,37015,0591-3499,MODAFINIL,modafinil,100 mg/1,TABLET,100.0,mg,1,100.0,1.0,100.0,True
30894,37016,0591-3500,MODAFINIL,modafinil,200 mg/1,TABLET,200.0,mg,1,200.0,1.0,200.0,True
30895,37017,71335-1173,MODAFINIL,modafinil,200 mg/1,TABLET,200.0,mg,1,200.0,1.0,200.0,True
30896,37018,68084-621,MODAFINIL,modafinil,100 mg/1,TABLET,100.0,mg,1,100.0,1.0,100.0,True
30897,37019,68071-5121,MODAFINIL,modafinil,100 mg/1,TABLET,100.0,mg,1,100.0,1.0,100.0,True
30898,37020,70771-1051,MODAFINIL,modafinil,100 mg/1,TABLET,100.0,mg,1,100.0,1.0,100.0,True
30899,37021,70771-1052,MODAFINIL,modafinil,200 mg/1,TABLET,200.0,mg,1,200.0,1.0,200.0,True
30900,37022,43353-925,MODAFINIL,modafinil,200 mg/1,TABLET,200.0,mg,1,200.0,1.0,200.0,True
30901,37023,50090-3865,MODAFINIL,modafinil,100 mg/1,TABLET,100.0,mg,1,100.0,1.0,100.0,True
30904,37026,68084-721,MODAFINIL,modafinil,200 mg/1,TABLET,200.0,mg,1,200.0,1.0,200.0,True
30905,37027,63285-000,MODAFINIL,modafinil,100 mg/1,TABLET,100.0,mg,1,100.0,1.0,100.0,True
30906,37028,63552-066,MODAFINIL,modafinil,100 mg/1,TABLET,100.0,mg,1,100.0,1.0,100.0,True
30907,37029,63285-001,MODAFINIL,modafinil,200 mg/1,TABLET,200.0,mg,1,200.0,1.0,200.0,True
30908,37030,63552-067,MODAFINIL,modafinil,200 mg/1,TABLET,200.0,mg,1,200.0,1.0,200.0,True
30909,37031,23155-604,MODAFINIL,modafinil,100 mg/1,TABLET,100.0,mg,1,100.0,1.0,100.0,True
30910,37032,23155-605,MODAFINIL,modafinil,200 mg/1,TABLET,200.0,mg,1,200.0,1.0,200.0,True
30911,37034,0004-0260,MYCOPHENOLATE MOFETIL,mycophenolate,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
30913,37036,16729-019,MYCOPHENOLATE MOFETIL,mycophenolate,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
30914,37037,0378-4472,MYCOPHENOLATE MOFETIL,mycophenolate,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
30915,37038,60687-438,MYCOPHENOLATE MOFETIL,mycophenolate,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
30919,37042,0904-6785,MYCOPHENOLATE SODIUM,mycophenolate,180 mg/1,"TABLET, DELAYED RELEASE",180.0,mg,1,180.0,1.0,180.0,True
30920,37043,68084-907,MYCOPHENOLATE SODIUM,mycophenolate,180 mg/1,"TABLET, DELAYED RELEASE",180.0,mg,1,180.0,1.0,180.0,True
30921,37044,0904-6786,MYCOPHENOLATE SODIUM,mycophenolate,360 mg/1,"TABLET, DELAYED RELEASE",360.0,mg,1,360.0,1.0,360.0,True
